Name,taxonomy_id,genome_size,,Source (only if perplexity ai is used)
Acetobacterium sp. KB-1,2184575,3988368,,
Alcaligenes aquatilis,323284,3838399,,
Shewanella denitrificans,192073,4545906,,
Pleomorphomonas sp. SM30,1885025,5004097,,
Mucilaginibacter mallensis,652787,6014056,,
Thauera hydrothermalis,2184083,3059321,,
Salinivirga cyanobacteriivorans,1307839,4812386,,
Chlamydia suis,83559,1092913,,
Geobacillus sp. Y4.1MC1,581103,3300000,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9218356/
Actinobacillus delphinicola,51161,1837244,,
Streptomyces sp. GSSD-12,2282738,8454852,,
Sphingomonas sp. YZ-8,2319844,3994557,,
Vibrio sp. EJY3,1116375,5452646,,
Tenacibaculum dicentrarchi,669041,2727356,,
Thermotoga naphthophila,93930,2500000,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3516359/
Bacteroides caccae,47678,5499725,,
Streptococcus pluranimalium,82348,2065522,,
Marinitoga piezophila,149715,2244793,,
Bradyrhizobium guangxiense,1325115,8200121,,
Microbacterium sediminis,904291,2919864,,
Corynebacterium striatum,43770,2904831,,
Corynebacterium urealyticum,43771,2377532,,
Bacillus clausii,79880,4498248,,
Bacillus horikoshii,79883,4295882,,
Oscillibacter valericigenes,351091,2493294,,
Campylobacter concisus,199,1840041,,
Campylobacter hyointestinalis,198,1808149,,
Campylobacter coli,195,1716536,,
Campylobacter jejuni,197,1641481,,
Campylobacter fetus,196,1804582,,
Nocardioides baekrokdamisoli,1804624,2965302,,
Azospirillum lipoferum,193,7987183,,
Azospirillum brasilense,192,7030811,,
Tepidanaerobacter acetatoxydans,499229,2759867,,
Polaromonas sp. SP1,2268087,4507493,,
Methylobacterium sp. AMS5,925818,5599206,,
Streptococcus sp. I-P16,1156433,"2,023,580",,https://www.genome.jp/kegg-bin/show_organism?org=sip
Polynucleobacter paneuropaeus,2527775,1708534,,
Streptococcus sp. I-G2,1156431,1965871,,
Melioribacter roseus,1134405,3300414,,
Staphylococcus argenteus,985002,2787638,,
Actinopolymorpha singaporensis,117157,6403669,,
Luteimonas sp. 83-4,2172536,NA,,
Halobacteroides halobius,42422,2649255,,
Flavobacterium commune,1306519,3851214,,
Halocynthiibacter arcticus,1579316,4376120,,
Aquimarina sp. BL5,1714860,5943994,,
Clostridium tyrobutyricum,1519,3134437,,
Francisella noatunensis,657445,1756351,,
Thiomonas arsenitoxydans,426114,3785534,,
Streptomyces davaonensis,348043,9555950,,
Francisella sp. PA05-1188,2016517,1824967,,
Rhodobacteraceae bacterium,1904441,2772090,,
Delftia sp. Cs1-4,742013,6685842,,
Flavobacterium sp. HYN0086,2249356,4839571,,
Paraburkholderia sprentiae,948107,7840207,,
Hungateiclostridium thermocellum,1515,3577579,,
Lysinibacillus sp. SGAir0095,2070463,4142194,,
Pseudomonas simiae,321846,6143950,,
Bartonella ancashensis,1318743,1467695,,
Prevotella scopos,589437,3303745,,
Sideroxydans lithotrophicus,63745,3003656,,
Bacillus sp. Y1,352858,4599968,,
Lachnoanaerobaculum umeaense,617123,2810441,,
Thermoanaerobacterium thermosaccharolyticum,1517,2894276,,
Rhodobaca barguzinensis,441209,3867412,,
Chryseobacterium sp. H3001,2487073,4720000,,https://www.biorxiv.org/content/10.1101/2022.03.19.484977v1.full.pdf
Clostridium sp. JN-9,2507159,3223191,,
Ketobacter alkanivorans,1917421,4914503,,
Desulfovibrio piger,901,2582155,,
Salinicola tamaricis,1771309,4276240,,
Acidaminococcus fermentans,905,2329769,,
Nostoc sp. NIES-4103,2005458,8590607,,
Bradyrhizobium diazoefficiens,1355477,8910608,,
Azospirillum sp. TSH100,652764,7160060,,
Corynebacterium provencense,1737425,3068880,,
Dickeya sp. MK7,1224145,4931396,,
Mucinivorans hirudinis,1433126,3149227,,
Enterococcus hirae,1354,2845651,,
Candidatus Ishikawaella capsulata,168169,754729,,
Burkholderia diffusa,488732,7152639,,
Thalassococcus sp. S3,2017482,5001896,,
Gibbsiella quercinecans,929813,5548506,,
Brachybacterium sp. VM2412,2017484,3796663,,
Marinobacter sp. es.042,1761794,3936236,,
Echinicola rosea,1807691,6064527,,
Bartonella sp. A1379B,1933910,1541976,,
Bartonella sp. Raccoon60,1933912,1615700,,
Leuconostoc kimchii,136609,2101787,,
Streptomyces globisporus,1908,7454528,,
Ralstonia insidiosa,190721,6177004,,
Streptomyces glaucescens,1907,8426988,,
Streptomyces exfoliatus,1905,7874957,,
Sedimenticola thiotaurini,1543721,3962284,,
Streptomyces clavuligerus,1901,7588082,,
Nitratifractor salsuginis,269261,2101285,,
Kocuria sp. BT304,1702043,2763150,,
Mycoplasma flocculare,2128,778866,,
Fusobacterium mortiferum,850,2716766,,
Fusobacterium nucleatum,851,2180101,,
Beutenbergia cavernae,84757,4669183,,
Faecalibacterium prausnitzii,853,3127383,,
Capnocytophaga sp. H4358,1945658,2633192,,
Emcibacter sp. MEBiC09520,2582913,3145891,,
Tenacibaculum jejuense,584609,4614879,,
gamma proteobacterium HdN1,83406,4587455,,
Ornithinimicrobium flavum,1288636,3712913,,
Parascardovia denticolens,78258,1890857,,
Mycoplasma suis,57372,709270,,
Corynebacterium pseudopelargi,2080757,2348160,,
Leptotrichia sp. oral taxon 498,712368,2152181,,
Bacillus sp. DU-106,2080759,5415320,,
Mycoplasma alkalescens,45363,821059,,
Mycoplasma bovoculi,45362,760240,,
Mycoplasma conjunctivae,45361,846214,,
Herbaspirillum hiltneri,341045,4965474,,
Comamonas thiooxydans,363952,5620102,,
Trichormus variabilis,264691,7096012,,
Bacillus muralis,264697,5191302,,
Selenomonas sp. oral taxon 920,1884263,2440121,,
Citrobacter youngae,133448,4936293,,
Ferrimonas balearica,44012,4279159,,
Paenibacillus stellifer,169760,5658798,,
Elizabethkingia anophelis,1117645,4058311,,
Pontibacter akesuensis,388950,4829559,,
Clostridium sp. JN500901,2068654,2819963,,
Aquifex aeolicus,63363,1590791,,
Prevotella fusca,589436,3261806,,
Verrucosispora maris,1003110,6732271,,
Corynebacterium aquilae,203263,2926437,,
Streptomyces nigra,1827580,7641029,,
Alcanivorax borkumensis,59754,3120143,,
Caldicellulosiruptor obsidiansis,717609,2532343,,
Catenulispora acidiphila,304895,10467782,,
Kushneria marisflavi,157779,3667185,,
Mycoplasma phocidae,142651,814478,,
Microbulbifer thermotolerans,252514,3938396,,
Paracoccus sp. SC2-6,2259340,3250998,,
Nibricoccus aquaticus,2576891,4730447,,
Sphingobium indicum,332055,3945731,,
Mycoplasma sp. (ex Biomphalaria glabrata),1749074,647830,,
Sphingobium japonicum,332056,4424862,,
Burkholderia thailandensis,57975,6950257,,
Mordavella sp. Marseille-P3756,2086584,2769591,,
Brevibacillus formosus,54913,6215362,,
[Brevibacterium] frigoritolerans,450367,5568581,,
Candidatus Tachikawaea gelatinosa,1410383,708439,,
Brachyspira intermedia,84377,3308048,,
Snodgrassella alvi,1196083,2527978,,
Deinococcus peraridilitoris,432329,4513714,,
Pseudomonas moraviensis,321662,6178171,,
Actinopolyspora erythraea,414996,5243930,,
Anoxybacillus gonensis,198467,2803668,,
Halomonas sp. 1513,1883416,4129523,,
Thermocrinis minervae,381751,1367921,,
Hippea maritima,84405,1694430,,
Borrelia duttonii,40834,1640950,,
Terriglobus saanensis,870903,5095226,,
Brucella sp. 09RB8910,1844051,3592978,,
Macrococcus canis,1855823,2358201,,
Pasteurella multocida,747,2335516,,
Borrelia miyamotoi,47466,906165,,
[Pasteurella] aerogenes,749,2152820,,
Dickeya solani,1089444,4962430,,
Colwellia sp. Arc7-635,2497879,4741350,,
Stanieria cyanosphaera,102116,5544990,,
Geitlerinema sp. PCC 7407,1173025,4681111,,
Pseudomonas entomophila,312306,5888780,,
Neisseria subflava,28449,2195659,,
Yersinia entomophaga,935293,4275406,,
Clavibacter michiganensis,28447,3365549,,
Anaerotignum propionicum,28446,3120417,,
Capnocytophaga stomatis,1848904,2831350,,
Muricauda lutaonensis,516051,3274259,,
Rhodococcus sp. B7740,1564114,5341557,,
Streptacidiphilus sp. DSM 106435,2126346,7090212,,
Pseudomonas rhizosphaerae,216142,4688635,,
Bacillus safensis,561879,3786744,,
Halorhodospira halochloris,1052,2834560,,
Halorhodospira halophila,1053,2678452,,
Rhizobium sp. NXC24,2048897,7302537,,
Sphingobacterium daejeonense,371142,4508750,,
Neomicrococcus aestuarii,556325,2667837,,
alpha proteobacterium HIMB59,744985,1297080,,
Flavobacterium sp. 140616W15,2478552,4935222,,
Corynebacterium ammoniagenes,1697,2790185,,
Bifidobacterium pseudolongum,1694,1978157,,
Bacillus sp. FJAT-22090,1581038,4063674,,
Arthrobacter sp. PAMC25564,2565366,4170970,,
Anaeromyxobacter sp. K,447217,5061632,,
Kibdelosporangium phytohabitans,860235,11759770,,
Mesorhizobium amorphae,71433,7343952,,
Streptomyces sp. CdTB01,1725411,10191567,,
Leptospirillum ferriphilum,178606,2610531,,
Marinithermus hydrothermalis,186192,2269167,,
Mycolicibacterium aurum,1791,6035584,,
Streptomyces griseochromogenes,68214,10764674,,
Paenibacillus donghaensis,414771,8542333,,
Halomonas hydrothermalis,115561,4120823,,
Serratia odorifera,618,5527432,,
Sutterella megalosphaeroides,2494234,2725161,,
Paraburkholderia hospita,169430,11527706,,
Virgibacillus sp. 6R,1911587,5236100,,
Micrococcus luteus,1270,2543764,,
Planococcus donghaensis,414778,3319331,,
Moraxella cuniculi,34061,2202865,,
Kocuria rosea,1275,3953419,,
Serratia liquefaciens,614,5349947,,
Serratia marcescens,615,5238537,,
Luteitalea pratensis,1855912,7480314,,
Sphingobium sp. TKS,1315974,6228879,,
Thauera aromatica,59405,3711792,,
Caulobacter sp. FWC26,69665,4869030,,
Acidovorax ebreus,721785,3796573,,
Erythrobacter flavus,192812,3229668,,
Pseudomonas soli,1306993,5583152,,
Streptomyces sp. WAC 01529,2203205,8270461,,
Stenotrophomonas sp. SAU14A_NAIMI4_5,2072413,4570883,,
Clostridium botulinum,1491,3903260,,
Pantoea stewartii,66269,4982863,,
Mycoplasma gallisepticum,2096,964110,,
Streptomyces sp. ETH9427,2211357,7978031,,
Desulfuromonas soudanensis,1603606,3958620,,
Geobacillus subterraneus,129338,3585511,,
Vibrio aphrogenes,1891186,3375144,,
Methylobacterium sp. 17Sr1-28,2202827,6162702,,
Methylobacterium sp. 17Sr1-1,2202826,6542583,,
Methylobacterium sp. 17SD2-17,2202825,6788375,,
Pseudomonas resinovorans,53412,6027681,,
Bacillus simplex,1478,5645783,,
Methylobacterium sp. 17Sr1-43,2202828,5539695,,
Marinobacter sp. LQ44,1749259,4435564,,
Altererythrobacter atlanticus,1267766,3475106,,
Aquitalea sp. USM4,1590041,4346160,,
Campylobacter sp. RM16704,1500960,1557536,,
Bibersteinia trehalosi,47735,2340975,,
Streptococcus gordonii,1302,2185555,,
Chelativorans sp. BNC1,266779,4000000,,https://www.genome.jp/kegg-bin/show_organism?org=mes
Clostridium formicaceticum,1497,4586728,,
Pseudoalteromonas marina,267375,4099967,,
Citrobacter amalonaticus,35703,5084037,,
Brevirhabdus pacifica,1267768,3424577,,
Geobacter daltonii,1203471,4304501,,
Brachyspira hampsonii,1287055,3037350,,
Enterobacter cloacae complex sp. FDA-CDC-AR_0132,2077137,4971441,,
Enterobacter cloacae complex sp. FDA-CDC-AR_0164,2077136,4849791,,
Stenotrophomonas sp. ESTM1D_MKCIP4_1,2072414,4475880,,
Alteromonas australica,589873,4308833,,
Stenotrophomonas sp. ZAC14A_NAIMI4_1,2072412,4698328,,
Neisseria animalis,492,2236930,,
Neisseria canis,493,2569389,,
Shewanella putrefaciens,24,4631110,,
Clostridium estertheticum,238834,4942908,,
Lactobacillus ginsenosidimutans,1007676,2590556,,
Buttiauxella sp. 3AFRM03,2479367,5498356,,
Saccharomonospora cyanea,40989,5408301,,
Pseudomonas sp. MYb193,1827300,6211636,,
Brevundimonas sp. DS20,1532555,3475610,,
Burkholderia insecticola,758793,6964487,,
Deinococcus deserti,310783,3855329,,
Burkholderia sp. RPE67,758796,8685756,,
Mesoplasma syrphidae,225999,908214,,
Flavobacteriaceae bacterium 3519-10,531844,2768102,,
Arthrobacter sp. PGP41,2079227,4270237,,
Bacillus mobilis,2026190,5695455,,
Paraburkholderia aromaticivorans,2026199,8907716,,
Erythrobacter gangjinensis,502682,2724951,,
Synechococcus sp. PCC 6312,195253,3720499,,
Paenibacillus xylanexedens,528191,7098239,,
Megasphaera elsdenii,907,2566193,,
Paenisporosarcina sp. K2R23-3,2320858,2537131,,
Flammeovirgaceae bacterium 311,1257021,6665617,,
Sphingomonas sp. KC8,1030157,4098639,,
Planococcus antarcticus,161360,3804624,,
Sphingomonas paucimobilis,13689,4367078,,
Methylobacterium radiotolerans,31998,6899110,,
Streptomyces sp. NEAU-S7GS2,2202000,9687439,,
Pluralibacter gergoviae,61647,5408082,,
Leclercia sp. W6,2282310,4945486,,
Paenibacillus bovis,1616788,5517199,,
Paenibacillus crassostreae,1763538,4757181,,
Klebsiella sp. LY,2015795,5608553,,
Desulfovibrio desulfuricans,876,3554892,,
Chryseobacterium arthrosphaerae,651561,5447405,,
Elizabethkingia sp. 2-6,2575699,4394713,,
Microbacterium sp. ABRD_28,2268461,3266665,,
Defluviimonas alba,1335048,4987611,,
Flavobacterium crassostreae,1763534,3027315,,
Hydrogenophaga crassostreae,1763535,4944132,,
Thalassotalea crassostreae,1763536,3861670,,
Lactobacillus sp. CBA3605,2099788,2552584,,
Lactobacillus sp. CBA3606,2099789,2559736,,
Prevotella intermedia,28131,2674170,,
Auraticoccus monumenti,675864,4461788,,
Prevotella oris,28135,3168212,,
Psychromicrobium lacuslunae,1618207,3599434,,
Gluconobacter albidus,318683,3369297,,
Ruegeria sp. NKC1-1,2099786,3641602,,
Deinococcus soli Cha et al. 2016,1309411,4665650,,
Paracoccus sp. CBA4604,2065379,3299166,,
Kordia sp. SMS9,2282170,5482391,,
Micromonospora coxensis,356852,6769793,,
Micromonospora chokoriensis,356851,6897819,,
Mycobacterium sp. VKM Ac-1817D,1273687,6324222,,
Cronobacter malonaticus,413503,4473761,,
Cronobacter turicensis,413502,4530049,,
Cronobacter muytjensii,413501,4364114,,
Enterobacter bugandensis,881260,4734039,,
Acetobacter ghanensis,431306,2794032,,
Moorea producens,1155739,8478612,,
Lactobacillus amylophilus,1603,1610352,,
Prosthecochloris sp. GSB1,281093,2468479,,
Syntrophobotulus glycolicus,51197,3406739,,
Croceibacter atlanticus,313588,2952962,,
Serratia sp. P2ACOL2,2482769,5590417,,
Microterricola viridarii,412690,3837821,,
Helicobacter canadensis,123841,1623845,,
Bacteroides sp. A1C1,2528203,4502190,,
Azorhizobium caulinodans,7,5369772,,
Rhodococcus pyridinivorans,103816,5590512,,
Pontibacter korlensis,400092,5462537,,
Comamonas serinivorans,1082851,4522913,,
Muriicola sp. MMS17-SY002,2507538,3067493,,
Thermus sp. YIM 78456,2483360,2447659,,
Candidatus Gracilibacteria bacterium HOT-871,1540872,1184529,,
Mucilaginibacter paludis,423351,8408322,,
Erwinia persicina,55211,4802925,,
Corynebacterium glyciniphilum,1404244,3568218,,
Elusimicrobium minutum,423605,1643562,,
Rhodococcus sp. WMMA185,679318,4444448,,
Vibrio anguillarum,55601,4175625,,
Leptospira kmetyi,408139,4416922,,
Paracoccus contaminans,1945662,3033494,,
Pseudomonas knackmussii,65741,6095635,,
Erysipelothrix larvae,1514105,2511486,,
Microvirga ossetica,1882682,9631051,,
Nitrosomonas sp. Is79A3,261292,3783444,,
Hymenobacter sp. 17J36-26,2496028,4918966,,
Gordonia bronchialis,2054,5290012,,
Bradyrhizobium sp. ORS 278,114615,7456587,,
Jeongeupia sp. USM3,1906741,3788814,,
Microbacterium sp. BH-3-3-3,1906742,3714140,,
Methylobacterium nodulans,114616,8839022,,
Paenibacillus sp. lzh-N1,2069255,5641488,,
Fibrella sp. ES10-3-2-2,1834519,6877856,,
Pseudomonas sp. XWY-1,2069256,6297253,,
Pelosinus sp. UFO1,484770,5115410,,
Microcoleus sp. PCC 7113,1173027,7966510,,
Chryseobacterium sp. 6424,2039166,2586303,,
Candidatus Riesia pediculischaeffi,428411,571864,,
Desulfurobacterium thermolithotrophum,64160,1541968,,
Paraburkholderia rhizoxinica,412963,3471072,,
Caulobacter mirabilis,69666,4577265,,
Xylella fastidiosa,2371,2521148,,
Celeribacter marinus,1397108,3096705,,
Candidatus Protochlamydia amoebophila,362787,2438912,,
Burkholderia oklahomensis,342113,7135022,,
Spiroplasma cantharicola,362837,1179577,,
Pseudodesulfovibrio piezophilus,879567,3646098,,
Lactobacillus parabuchneri,152331,2530379,,
Rhodococcus sp. SGAir0479,2567884,4974457,,
[Bacillus] selenitireducens,85683,3592487,,
Sphingopyxis fribergensis,1515612,5202172,,
Micromonospora echinospora,1877,7125866,,
Spiroplasma citri,2133,1734611,,
Rhodococcus sp. PBTS 2,1653479,5286446,,
Azospirillum sp. TSA2s,709810,8102478,,
Mycobacteroides salmoniphilum,404941,4776697,,
Bacillus freudenreichii,1783501,4368765,,
Flagellimonas sp. HME9304,1383885,3772469,,
Streptococcus merionis,400065,2384128,,
Selenomonas ruminantium,971,3387070,,
Cyanothece sp. PCC 8801,41431,4787694,,
Streptomyces formicae,1616117,8205064,,
Mitsuaria sp. 7,1658665,6085092,,
Marinobacter sp. JH2,2547598,3721518,,
Cellulophaga lytica,979,3765936,,
Stackebrandtia nassauensis,283811,6841557,,
Mycoplasma mobile,2118,777079,,
Gilvibacter sp. SZ-19,754429,3100211,,
Leptospirillum ferrooxidans,180,2559538,,
Castellaniella defragrans,75697,3952818,,
Rufibacter sp. DG31D,1379910,4820793,,
Methylobacterium aquaticum,270351,7425331,,
Mycoplasma agalactiae,2110,916806,,
Mycoplasma arthritidis,2111,806209,,
Mycoplasma bovigenitalium,2112,841512,,
Mycoplasma californicum,2113,805917,,
Pseudomonas sp. St29,1500687,6833117,,
Pseudomonas sp. Os17,1500686,6885464,,
Mycoplasma iowae,2116,1278574,,
Chlamydia pecorum,85991,1113924,,
Virgibacillus sp. Bac332,2419842,4627247,,
Burkholderia metallica,488729,7424240,,
Plantibacter sp. M259,2583822,4311036,,
Nostoc sp. NIES-2111,1973475,8636050,,
Bartonella sp. WD16.2,1933904,1762996,,
Rhodobacter sp. CZR27,2033869,4437113,,
Microcystis aeruginosa,1126,5263219,,
Thermogutta terrifontis,1331910,4810751,,
Methylacidiphilum fumariolicum,591154,2476671,,
Streptomyces griseus,1911,8545929,,
Nocardioides sp. HY056,2500546,3292591,,
Neisseria sp. oral taxon 014,641148,2493120,,
Pseudomonas sp. Lz4W,1206777,5018820,,
Streptomyces lincolnensis,1915,9513637,,
Streptomyces lavendulae,1914,8035918,,
Bordetella pseudohinzii,1331258,4558891,,
Streptomyces lividans,1916,8376050,,
Rhizobium acidisoli,1538158,7497685,,
Terriglobus roseus,392734,5227858,,
Tenacibaculum sp. SZ-18,754423,4024279,,
Hydrogenobaculum sp. Y04AAS1,380749,1559514,,
Flavobacteriaceae bacterium 10Alg115,2584122,5168958,,
Frischella perrara,1267021,2692351,,
Paraburkholderia caribensis,75105,9482704,,
Syntrophomonas wolfei,863,2936195,,
Caldanaerobacter subterraneus,911092,2689445,,
Mycoplasma fermentans,2115,1118751,,
Brochothrix thermosphacta,2756,2578375,,
Pseudomonas sp. SXM-1,2169583,7226716,,
Thermoactinomyces vulgaris,2026,2638027,,
Achromobacter xylosoxidans,85698,6901970,,
Thermomonospora curvata,2020,5639016,,
Thermobifida fusca,2021,3760927,,
Carnobacterium maltaromaticum,2751,3502975,,
Citrobacter sp. LY-1,2546350,5370228,,
Bacillus cellulasensis,1049581,3737152,,
Massilia lutea,321985,7504949,,
Massilia plicata,321984,5887622,,
Massilia albidiflava,321983,7437157,,
Corynebacterium sp. 2183,2080740,2511302,,
Terasakiella sp. SH-1,2560057,3832570,,
Desulfovibrio vulgaris,881,3661391,,
Desulfovibrio salexigens,880,4289847,,
Paracoccus sp. 2251,2560053,4925228,,
Sphingobium sp. PAMC28499,2565554,4880615,,
Nakamurella multipartita,53461,6060298,,
Magnetospirillum sp. ME-1,1639348,4551873,,
Hydrogenophaga sp. PAMC20947,2565558,4850867,,
Acetobacterium woodii,33952,4044777,,
Candidatus Phytoplasma australiense,59748,959779,,
Hylemonella gracilis,80880,3618708,,
Candidatus Rhodoluna limnophila,232537,1424253,,
Saccharomonospora sp. 31sw,2528243,4700000,,https://www.kegg.jp/kegg-bin/show_organism?org=sacc
Robiginitalea biformata,252307,3530383,,
Jannaschia sp. CCS1,290400,4404049,,
Streptomyces griseoviridis,45398,7872322,,
Mesotoga prima,1184387,2975953,,
Virgibacillus sp. Bac330,2419841,4456326,,
Mycoplasma phocicerebrale,142649,740800,,
Sphingobacterium sp. B29,1933220,6357185,,
Rickettsiales bacterium Ac37b,1528098,1917564,,
Lawsonella clevelandensis,1528099,1860551,,
Algoriphagus machipongonensis,388413,4787724,,
Bacteroides ovatus,28116,6472489,,
Spongiibacter sp. IMCC21906,1620392,3481669,,
Azoarcus olearius,418699,4451751,,
Azospirillum thiophilum,528244,7609458,,
Streptomyces cyaneogriseus,68192,7762396,,
Croceicoccus marinus,450378,4268603,,
Bartonella bacilliformis,774,1411655,,
Pseudomonas sp. LH1G9,2083055,6548975,,
Pseudomonas sp. LG1D9,2083054,6289439,,
Pseudomonas sp. SWI44,2083053,5919083,,
Pseudomonas sp. SWI36,2083052,5916720,,
Pseudomonas sp. SWI6,2083051,5652054,,
Pseudomonas brassicacearum,930166,6738544,,
Rufibacter sp. DG15C,1379909,4143738,,
Massilia sp. NR 4-1,1678028,6361416,,
Pediococcus inopinatus,114090,2090142,,
Ehrlichia ruminantium,779,1505922,,
Candidatus Nitrospira inopinata,1715989,3295117,,
Actinobacteria bacterium IMCC25003,1848255,1353947,,
Chitinophaga caeni,2029983,5279921,,
Simonsiella muelleri,72,2469862,,
Caminibacter mediatlanticus,291048,1685887,,
Burkholderia pseudomallei,28450,7085397,,
Streptomyces avermitilis,33903,9119895,,
Verminephrobacter eiseniae,364317,5597943,,
Chamaesiphon minutus,1173032,6761765,,
Methylomicrobium alcaliphilum,271065,4796711,,
Pectobacterium atrosepticum,29471,5024250,,
Megamonas hypermegale,158847,2230342,,
Streptomyces katrae,68223,8049424,,
Leminorella richardii,158841,3976274,,
Micromonospora echinofusca,47858,7002627,,
Candidatus Thioglobus singularis,1427364,1714148,,
Synechococcus sp. NIES-970,1827144,3123859,,
Allochromatium vinosum,1049,3669074,,
Methylobacterium sp. XJLW,739141,6666616,,
Veillonella parvula,29466,2132142,,
Bifidobacterium bifidum,1681,2216395,,
Bifidobacterium adolescentis,1680,2192428,,
Bifidobacterium angulatum,1683,2021974,,
Bifidobacterium breve,1685,2336700,,
Bifidobacterium asteroides,1684,2167304,,
Bifidobacterium coryneforme,1687,1744850,,
Bifidobacterium catenulatum,1686,2079525,,
Bifidobacterium dentium,1689,2642081,,
Enterobacter sp. R4-368,1166130,5155034,,
Arcanobacterium haemolyticum,28264,1988850,,
Lactobacillus curvatus,28038,1916521,,
Anaerococcus mediterraneensis,1870984,2080215,,
Wolbachia endosymbiont of Folsomia candida,169402,1801626,,
Natranaerobius thermophilus,375929,3191453,,
Vibrio harveyi,669,5869008,,
Aliivibrio fischeri,668,4503336,,
Paracoccus aminophilus,34003,4873118,,
Paenibacillus physcomitrellae,1619311,4828665,,
Vibrio alginolyticus,663,5150420,,
Paracoccus aminovorans,34004,4038130,,
Ruminococcus albus,1264,4482087,,
Collimonas pratensis,279113,5585899,,
Streptococcus troglodytae,1111760,2097874,,
Escherichia marmotae,1499973,4669757,,
Sulfurimonas gotlandica,1176482,2952682,,
Kiritimatiella glycovorans,1307763,2949723,,
Micromonospora rifamycinica,291594,7011369,,
Altererythrobacter dongtanensis,692370,3009495,,
Paenibacillus sabinae,365617,5270569,,
Streptomyces hygroscopicus,1912,9682870,,
Pseudomonas sp. R11-23-07,658632,5689077,,
Salinispira pacifica,1307761,3782798,,
Pseudomonas sp. CMR5c,658630,6776200,,
Weissella soli,155866,1683184,,
Sulfuricurvum kujiense,148813,2819357,,
Candidatus Atelocyanobacterium thalassa,713887,1443806,,
Lactobacillus kunkeei,148814,1542216,,
Brevibacillus laterosporus,1465,5400144,,
Paenibacillus larvae,1464,4378174,,
Bacillus lentus,1467,4384366,,
Mycoplasma haemofelis,29501,1147259,,
Solimonas sp. K1W22B-7,2303331,5373342,,
Bordetella avium,521,3732255,,
Chlamydia sp. 2742-308,1806891,1120737,,
Streptococcus pyogenes,1314,1746380,,
Streptococcus pneumoniae,1313,2154362,,
Rathayibacter toxicus,145458,2333944,,
Streptococcus agalactiae,1311,2079123,,
Streptococcus sobrinus,1310,2145290,,
Pseudomonas brenneri,129817,6032706,,
Asaia bogorensis,91915,3198265,,
Acinetobacter defluvii,1871111,3812268,,
Streptococcus sp. 'group B',1319,2178261,,
Salmonella enterica,28901,4951383,,
Paeniclostridium sordellii,1505,3584812,,
Stenotrophomonas sp. SAU14A_NAIMI4_8,2072409,4479100,,
Tessaracoccus sp. T2.5-30,1909732,3212699,,
Bacillus licheniformis,1402,4342466,,
Vibrio coralliilyticus,190893,5436965,,
Stenotrophomonas sp. ZAC14D2_NAIMI4_7,2072405,4468731,,
Stenotrophomonas sp. ZAC14D2_NAIMI4_6,2072406,4431104,,
Stenotrophomonas sp. YAU14D1_LEIMI4_1,2072407,4319112,,
Vibrio rotiferianus,190895,5277859,,
Cycloclasticus sp. P1,385025,2363215,,
Halomonas sp. N3-2A,2014541,4723828,,
Alcanivorax sp. N3-2A,2014542,4748180,,
Ornithinimicrobium sp. HY006,2508882,4158670,,
Corynebacterium testudinoris,136857,2721226,,
Salinibacterium sp. UTAS2018,2508880,2995446,,
Nostoc linckia,92942,9014207,,
Sphingobacterium mizutaii,1010,4629350,,
Renibacterium salmoninarum,1646,3155250,,
Bacillus sp. MD-5,2009331,4161448,,
Lactobacillus lindneri,53444,1389742,,
Bartonella vinsonii,33047,1995085,,
Bacillus paranthracis,2026186,5537675,,
Selenomonas sp. oral taxon 478,712538,2284135,,
Fusobacterium periodonticum,860,2615003,,
Paucibacter sp. KCTC 42545,1768242,5169161,,
Pseudoalteromonas sp. R3,1709477,5832232,,
Streptomyces sp. CLI2509,1984801,7232701,,
Pseudomonas mediterranea,183795,6346235,,
Chelatococcus daeguensis,444444,4090080,,
Sphingobium yanoikuyae,13690,5532633,,
Ketogulonicigenium vulgare,92945,3276390,,
Nonlabens sp. MIC269,1476901,2884293,,
Pseudomonas syringae,317,5868373,,
Chromobacterium sp. IIBBL 274-1,2202142,4817246,,
Leclercia sp. W17,2282309,5125645,,
Thermodesulfobacterium geofontis,1295609,1634377,,
Sulfuriflexus mobilis,1811807,3111340,,
Intrasporangium calvum,53358,4024382,,
Pelolinea submarina,913107,3519887,,
Arcobacter ellisii,913109,2799949,,
Bacillus sp. X1(2014),1565991,5052900,,
Lysobacter gummosus,262324,6056618,,
Thermosulfidibacter takaii,412593,1816670,,
Bacteroides coprosuis,151276,2877633,,
Mycoplasma yeatsii,51365,895051,,
Leuconostoc mesenteroides,1245,2058732,,
Cyanothece sp. PCC 7822,497965,7841948,,
Streptococcus constellatus,76860,1906855,,
Sphingobacteriaceae bacterium GW460-11-11-14-LB5,1986952,6182066,,
Bartonella clarridgeiae,56426,1522743,,
Streptococcus equinus,1335,1797051,,
Thiocystis violascens,73141,5017071,,
Prevotella denticola,28129,3106544,,
Serratia sp. FGI94,671990,4858216,,
Gluconobacter oxydans,442,2882437,,
Brevibacillus sp. SCSIO 07484,2496837,4079826,,
Streptomyces sp. MK-45,2496836,10677137,,
Labrenzia aggregata,187304,6561391,,
Methylocystis sp. SC2,187303,3773444,,
